Date	Time	Activity	Distance	Duration	WorkoutName	WorkoutType	CompName	CompDist	CompPlace	Shoes	Notes
05/07/2016	08:45:00	Running	6.22	32:04.00	Competition 	Competition	Outdoor NECs	10K Run	1		That was fun, finally a race I can be happy with.<br /><br /><br />Started at like a 5:14, then slowed way down as the kids up front were pacing so strange. Just hung on them with the boys. 5k was 16:46 I was told, closed in a 15:18 I guess. At 8 to go I made a strong move for 2 laps which dropped all but Bryce England and Alex, I told Alex to lead and he did one lap but ended up slowing a bit at 500 meters so I took back over and Bryce stayed right on me so I decided to pick it up more to try and drop him before it came down to 400 which is not my strong suit. Was able to do this and get the win. This has me confident again too which is great.<br /><br /><br />Alex, Tyler, and Bert got 3,5,6 so a strong showing from the distance squad out here. Overall a very good day with a bunch of breakout performances everywhere. Tomorrow will be fun.<br /><br /><br />Its the hunt. 
05/08/2016	00:00:00	Running	5.2	36:00.00	Easy Run 	Training			0	ASICS Pursue 2 (03/19/2016)	WU/CD 
05/08/2016	15:25:00	Running	3.11	15:34.00	Competition 	Competition	Outdoor NECs	5K Run	1		A satisfying conclusion to my NEC career. We as a team got 208 points...dude that is insane. Everyone came out to play on this team and I am so happy to see how well we came together.<br /><br /><br />As far as my 5k...great and it did wonders for me mentally. Went in telling myself that this was my race to win or lose. Went out with Russell Stevens leading like a dumb ass, throwing up hand signs and shit at his teammates while he lead, and then with 6 to go asking me if I wanted to lead...are you serious dude? Then Bryce England, who I give props too for running some great sophomore times asked me if I wanted to go now 100 meters later. I responded with a no. Then Alex moved up as he was antsy because the slow pace was kind of annoying. I took lead with 5 to go, and then at the mile...per coaches plan I picked up and ran a 68 where Bryce stayed on me, ran another 68 and he was still hanging. I then ran a 67 and he started falling off and closed in a 64. By this logic I ran about a 4:28 last mile to close. Very surprised by this. It wasn't easy, but I told myself if I kept pushing that Bryce would give in to it, which he did, and once he fell off a bit my confidence was too high to lose.<br /><br /><br />IC4As. I truly believe I can hit the regional standard if there are other kids going for it there. Can't wait to blow through these finals and get back to the track. The end is coming up fast. 
05/09/2016	15:45:00	Running	4.5	30:00.00	Easy Run 	Training			0	ASICS Pursue 2 (03/19/2016)	Morning loop with Brendan, Alex, and Jason. Don't feel terrible, but the race soreness/fatigue is present. 4 easy days to sharpen back up for an all out 10k. 
05/10/2016	15:15:00	Running	4.6	30:20.00	Strides 	Workout			0	ASICS Pursue 2 (03/19/2016)	My legs feel a mix of fatigued, but still quick. Its like my body is still in race mode. Morning loop.<br /><br /><br />8 strides 
05/11/2016	00:15:00	Running	4.5	32:00.00	Strides 	Workout			0	ASICS Pursue 2 (03/19/2016)	Morning loop solo after final review for my Accounting exam. Felt decent again, same as I have. Right shin a little painful, but it doesn't matter at this point. Nothing to lose this weekend, regionals or bust.<br /><br /><br />6 strides at the track 
05/12/2016	15:15:00	Running	4.5	30:00.00	Strides 	Workout			0	ASICS Pursue 2 (03/19/2016)	Morning loop and 4 strides. Tomorrow is the big day, exciting and nerve wracking all at once. No redo for this. 
05/13/2016	00:00:00	Running	6.22	30:30.00	Competition 	Competition	IC4A	10K Run	5		Wow I can't believe my athletic career is over. Teared up a bit after the race ended. What an amazing experience this has been. I have gained so much from XC and Track from high school to college besides PRs. Guess I'll never break that 30 min barrier. Not sure how I plan to continue with running from here on out...this is really weird. Hit up some road races? Take a normal break and get back to it? Take it down and just enjoy it? Got to think on this, but now I can do this my way which is kind of cool.<br /><br /><br />Can't leave this post without talking about my final race. I knew all week I was fatigued, no change today, just tried to ignore it. Hung on to the front until 10 to go where I finally fell off. Hit 30:30 which isn't a time I am happy to end on but this can't effect me, I'm done. Even if I went to regionals, it would still end. Oh well, it's been fun.<br /><br /><br />PRs at the end, every one other than 3k if from my JR it seems:<br /><br /><br />10k: 30:00.31 (IC4A JR)<br />5k: 14:29.09 (New Englands JR)<br />3k: 08:30 (NECs SR)<br />1 mile: 04:26 (Yale JR)<br />1500: 04:08 (CCSU home JR) 
05/13/2016	00:00:00	Running	5.5	40:00.00	Easy Run 	Training			0	ASICS Pursue 2 (03/19/2016)	WU/CD 
05/14/2016	00:00:00	Core	0	30:00.00		Training					100 push-ups (under 7 min, 40 for set 1 killed), 130 air squats. That's all for today. 
05/15/2016	00:00:00	Core	0	40:00.00		Training					Little more today. 140 push-ups, and 140 air-squats in bursts of 20. 100 seconds of wall sits in 20 second intervals. Normal core consisting of 4 planks, leg lifts, supermans. Looking at big sky for membership soon. Getting a solid diet going too, not that I've been bad on that, but definitely better than the cafe being that I am buying my stuff. 
05/16/2016	15:30:00	Weight Lifting	0	1:00:00.00		Training					Lift with Frey at Big Sky. Chest, triceps, core. We have some work to do. 
05/17/2016	14:00:00	Weight Lifting	0	1:00:00.00		Training					Back, biceps, and core. Much more intense than the lifts I used to do on my own.<br /><br /><br />140 push-ups 
05/18/2016	11:00:00	Weight Lifting	0	1:10:00.00		Training					Leg day w/core...tough. Squat form improved but still needs work. Wall sits with descending weight is killer. Buying such good food right now, everything is in order in this respect. 
05/19/2016	00:00:00	Spinning	0	20:00.00		Training					WU at 5 resistance for 3 min, then 30 sec all out at 15 res, rest, 40 sec, rest, 50 sec, rest, 60 sec. Did continuous progression until 20 min where I got the HR up to 170. I excel here as would be expected. 
05/19/2016	11:15:00	Weight Lifting	0	1:10:00.00		Training					Forearms/shoulders/core...I need calluses on my hands, shit hurts. 
05/23/2016	00:00:00	Spinning	0	30:00.00		Training					5 min WU, 2 sets of 30,40,50,60 seconds hard at 15 resistance,and then moderate CD. 
05/23/2016	09:45:00	Weight Lifting	0	1:00:00.00		Training					Chest and tris. Benched 135 for 4,5,6 reps which is most I have ever done. 100 push-ups when I got home. 
05/24/2016	10:15:00	Weight Lifting	0	1:15:00.00		Training					Back/bi-ceps. Shredding. 
05/26/2016	00:00:00	Weight Lifting	0	50:00.00		Training					Core/legs, lighter than last week on the legs. 100 push-ups later on. 
05/26/2016	00:00:00	Spinning	0	15:00.00		Training					5 min WU, 10 min of 1 min hard 1 min easy and the last 2 min hard 
05/27/2016	19:00:00	Weight Lifting	0	1:10:00.00		Training					Core, explosive day which included box jumps and sled pushes plus various shoulder lifts between. I like the no downtime approach. 
05/28/2016	18:00:00	Running	3.2	20:00.00	Easy Run 	Training			0	ASICS Pursue 2 (03/19/2016)	Wanted to run so I did. Fast. To SQP, up the hill in the woods, around the pond, back home, small ad on. 
05/31/2016	00:00:00	Weight Lifting	0	1:10:00.00		Training					Core (planks,hanging leg lifts with 15 lbs), chest/triceps (did 95x10,105x10,95x10,45x50,135x4,3,2,1 for bench), over the back extensions, then did sled pushes and pulls with rope, and v-ups between with med-ball. 
05/31/2016	00:00:00	Running	3.8	23:23.00	Easy Run 	Training			0	ASICS Pursue 2 (03/19/2016)	Was feeling really stressed and stuff so I figured a run would help. Great short run. Faster side of things again, easy with so much recovery, but don't have to feel any guilt. 
06/01/2016	10:45:00	Weight Lifting	0	1:05:00.00		Training					Solo lift for back/biceps and core which I liked cause I just blasted music and went at it. Kept to the low rest approach and got a ton of exercises in. Need to up weight on a few things but this was real good. 
06/01/2016	15:30:00	Running	3.2	20:00.00	Easy Run 	Training			0	ASICS Pursue 2 (03/19/2016)	Idk the exact distance, but clocked in at a 6:00 last mile. This is enough. Happy national running day. 
06/02/2016	15:30:00	Weight Lifting	0	1:10:00.00		Training					Core: plank x 1 min each, 2 x min back plank, 10 v-ups with 6 lb med ball<br /><br /><br />Leg day: Squat (4 sets of 10 up to 125 lbs), Front squat ( 4 sets at ?)goblet squat (4 sets at 35 lbs), lunges with kettle bells, calf raises with kettle bells, wall sits 5 x 45 sec at 45 lbs, leg press 4 sets 6 45 lb plates and 2 10 lb<br /><br /><br />I think that was it, annoying to put down all the stuff but good to look back like a track workout. 
06/03/2016	08:30:00	Weight Lifting	0	1:10:00.00		Training					Shoulders/forearms/core 
06/05/2016	00:00:00	Running	4.2	30:00.00	Easy Run 	Training			0	ASICS Pursue 2 (03/19/2016)	With Andrew after work. Longest run yet. 
06/07/2016	17:15:00	Weight Lifting	0	1:05:00.00		Training					Core: 1 min front plank, 30 sec side plank each, 10 v-ups w/6 lb med ball x 3. 8 x hanging knee to chest w/15lb dumbbell x 4.<br /><br /><br />Chest/tris (sets of 3 or 4 depending for some): Incline dumbell press w/40lbs x 10, flat bench 10 x 95lbs, 8 x 115 lbs, 10 x 95 lbs, 50 x 45 lbs, 10 x chest extensions over bench w/30lbs, 10 x chest machine w/85 lbs, tricep push downs w/60 lbs. 20 regular and 20 wide pushups which were hard by this point. Too crowded for the sled, and stayed safe for bench weight since no spotter, though cutting rest down kept it tough. 
06/08/2016	00:00:00	Weight Lifting	0	1:10:00.00		Training					Biceps/back and core 
06/09/2016	00:00:00	Weight Lifting	0	1:10:00.00		Training					Leg day and core, tried to get some more calf stuff in there 
06/10/2016	00:00:00	Weight Lifting	0	1:00:00.00		Training					forearms/shoulders and core. Will probably incorporate some regular running back into stuff starting Monday. 
06/12/2016	18:00:00	Running	5	35:00.00	Easy Run 	Training			0	ASICS Pursue 2 (03/19/2016)	Decided to run today...considering aiming for 40 a week and possibly try a quality over quantity approach plus really focus in on lifts still which I am really enjoying. Still unsure however. 
06/13/2016	11:30:00	Weight Lifting	0	1:10:00.00		Training					Core:<br />3 x 1 min plank and 30 sec side planks, 10 v-ups w/14 lb med ball<br />4x8 hanging knee to chest w/20 lb weight<br /><br /><br />Chest:<br />Flat bench: 10x65, 10x115, 10x105, 10x85, 10 x 65, 25xbar<br />Incline dumbell: 1x10 @ 25 lb, 3x10 @ 30 lbs<br />Chest machine: 3 sets 10 @ 100<br />Resistance punches each side: 4sets 10 w/4 resistance<br /><br /><br />Back:<br />Lat pull down: 4x10 @ 100<br />Inverted Row: 4 x 10 ascending weight 70,80,90,100<br />Back raises: 4 x 8 @ 20<br /><br /><br />Think that was it...I could tell I am getting stronger today. I am going to try and switch it up now. Talked to Colby and he said he was doing lifts at 4-7 reps at high weight. 
06/13/2016	18:30:00	Running	5.5	44:33.00	Easy Run 	Training			0	ASICS Pursue 2 (03/19/2016)	From Roger's Orchard around the NB Res with Dave. Caught up with him as it has been a little while. Slow, but that's fine. 
06/14/2016	00:00:00	Weight Lifting	0	50:00.00		Training					Core: 4 sets 10 plank rollouts on physioball + 20 side crunches each side, 4 sets 50 bicycles + 8 hanging knee to sides<br /><br /><br />Biceps: 4 sets of 6 barbell curls w/60 lb barbell, 4 sets of 6 hammer curls w/30 lb<br /><br /><br />Triceps: 4 sets of 6 tricep kickbacks w/20 lb, 4 sets of 6 pulldowns @ 110 lbs<br /><br /><br />*Superset the bicep and tricep lifts, and made sure to do tempo of 1:3:1 for work,release,rest.<br /><br /><br />Superset: 4 sets of 5 pullups and 6 dips<br /><br /><br />Weight: 148, going up 
06/14/2016	19:25:00	Running	5.5	35:00.00	Easy Run 	Training			0	ASICS Pursue 2 (03/19/2016)	After covering a 3 hour work shift. SQP for a few loops, then barbour back to Oak. Feeling quick again.<br /><br /><br />I want to find a road race in the next few weeks I think. 
06/15/2016	08:30:00	Weight Lifting	0	50:00.00		Training					Core: 4 sets Flutter kick x 30 sec, 8 x vup w/8 lb, 4 sets 8 side knee to chest w/25 lb<br /><br /><br />Legs:<br />Normal squat: 10x95, 10x135, 10x115, 10x115<br />Goblet Squat: 4 sets 10x30 lbs<br />Step ups: 4 sets of 10 w/2 25 lb dumbbells<br />Wall sits: 6 x 45 seconds w/50 lb dumbbell<br />Calf raises: 4 sets 10 w/2 25 lb dumbbells<br /><br />
06/15/2016	16:30:00	Running	4.5	32:00.00	Easy Run 	Training			0	ASICS Pursue 2 (03/19/2016)	Legs tired after leg day. Getting some mileage in there though...ha 
06/16/2016	15:30:00	Weight Lifting	0	1:10:00.00		Training					Core:<br />3x1min front plank and 30 side planks and 10 v-ups w/14lb med-ball,<br />4x8 hanging knee to chest w/25 lb dumbbell<br /><br /><br />Shoulders:<br />4x7 deltoid press machine w/80lbs each side<br />4x10 shoulder shrug w/40lb dumbbells<br />4x7 arnold press w/30lb dumbbells<br />4x16 alternating front/side straight arm raises w/12lb dumbbells<br /><br /><br />Forearms:<br />4x7 forearm chest curls w/60lb barbell<br />4x10 seated (under)forearms curls w/20lb dumbbells<br />4x10 seated (over)forearm curls w/10lb dumbbells<br />4xExhaustion forearms rolls forward/backward w/50lb barbell<br />2xExhaustion rope waves<br /><br />
06/17/2016	00:00:00	Running	8.2	53:00.00	Easy Run 	Training			0	ASICS Pursue 2 (03/19/2016)	Met Jason after work. Longer than planned...but I felt alright and enjoyed running with him. 
06/19/2016	18:30:00	Running	5.3	35:00.00	Easy Run 	Training			0	ASICS Pursue 2 (03/19/2016)	After work, had plans last night and didn't get to run. Quick pace again. 
06/20/2016	11:20:00	Weight Lifting	0	1:10:00.00		Training					Core:<br />3 sets of 10 plank-rollouts w/physio ball,15 side plank dips each side, 10 v-ups w/12 lb med ball<br />4 sets of 8 hanging leg raises w/25lb dumbbell<br /><br /><br />Chest:<br />Flat Bench: WU of 7x95lb. 4 sets at 125lb for 6,7,6,5 reps. Failed out on final set which was embarrassing.<br />Incline Bench: 4 sets of 8x40lb<br />Over shoulder chest extension: 4 sets of 8x30lbs<br /><br /><br />Triceps:<br />Tricep extension: 4 sets of 8x20lb<br />Tricep pulldown: 4 sets of 8xdifferent weights depending on machine<br /><br /><br />2 sets of 8 back extensions w/25lb plate<br /><br /><br /><br />
06/20/2016	18:25:00	Running	5.8	47:25.00	Easy Run 	Training			0	ASICS Pursue 2 (03/19/2016)	Met Dave at SHS and did a run around 5.1 loop with Spring Lake extension. Nice easy pace, progressed as we went but very relaxing compared to anything else. 
06/21/2016	00:00:00	Running	7.2	49:27.00	Easy Run 	Training			0	ASICS Pursue 2 (03/19/2016)	With Tyler. Out and back through SQP and AW. 
